29.02.985.762 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
29.02.986.655 I slot launch_slot_: id  0 | task 1713 | processing task, is_child = 0
29.10.083.037 I slot print_timing: id  0 | task 1713 | prompt eval time =    2173.30 ms /    63 tokens (   34.50 ms per token,    28.99 tokens per second)
29.10.083.039 I slot print_timing: id  0 | task 1713 |        eval time =    4922.81 ms /    51 tokens (   98.46 ms per token,    10.16 tokens per second)
29.10.083.039 I slot print_timing: id  0 | task 1713 |       total time =    7096.12 ms /   114 tokens
29.10.083.040 I slot print_timing: id  0 | task 1713 |    graphs reused =       1520
29.10.083.042 I slot print_timing: id  0 | task 1713 | draft acceptance = 0.94444 (   34 accepted /    36 generated), mean len =  2.89
29.10.084.263 I slot      release: id  0 | task 1713 | stop processing: n_tokens = 112341, truncated = 0
29.10.177.971 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.134 (> 0.100 thold), f_keep = 0.167
29.10.183.237 W srv         alloc:  - prompt state size 11123.626 MiB exceeds cache size limit 8192.000 MiB, skipping
29.10.184.164 I slot launch_slot_: id  0 | task 1735 | processing task, is_child = 0
29.18.788.478 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =   2048, progress = 0.14, t =   6.27 s / 326.54 tokens per second
29.27.922.645 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =   4096, progress = 0.16, t =  15.29 s / 267.88 tokens per second
29.37.425.061 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =   6144, progress = 0.17, t =  24.68 s / 248.94 tokens per second
29.47.393.922 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =   8192, progress = 0.19, t =  34.57 s / 236.95 tokens per second
29.57.648.640 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  10240, progress = 0.20, t =  44.70 s / 229.10 tokens per second
30.08.297.961 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  12288, progress = 0.22, t =  55.26 s / 222.37 tokens per second
30.19.679.476 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  14336, progress = 0.23, t =  66.34 s / 216.11 tokens per second
30.31.309.917 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  16384, progress = 0.25, t =  77.97 s / 210.13 tokens per second
30.42.836.685 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  18432, progress = 0.26, t =  89.59 s / 205.73 tokens per second
30.54.967.831 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  20480, progress = 0.28, t = 101.36 s / 202.05 tokens per second
31.07.706.569 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  22528, progress = 0.29, t = 114.03 s / 197.56 tokens per second
31.20.808.387 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  24576, progress = 0.31, t = 127.09 s / 193.38 tokens per second
31.34.513.525 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  26624, progress = 0.32, t = 140.50 s / 189.49 tokens per second
31.48.538.009 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  28672, progress = 0.33, t = 154.43 s / 185.67 tokens per second
32.02.894.499 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  30720, progress = 0.35, t = 168.84 s / 181.95 tokens per second
32.18.053.474 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  32768, progress = 0.36, t = 183.66 s / 178.42 tokens per second
32.33.419.961 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  34816, progress = 0.38, t = 199.02 s / 174.94 tokens per second
32.49.156.735 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  36864, progress = 0.39, t = 214.59 s / 171.79 tokens per second
33.05.213.514 I slot print_timing: id  0 | task 1735 | prompt processing, n_tokens =  38912, progress = 0.41, t = 230.67 s / 168.69 tokens per second
