21.39.641.928 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
21.39.642.825 I slot launch_slot_: id  0 | task 375 | processing task, is_child = 0
21.49.049.333 I slot print_timing: id  0 | task 375 | prompt eval time =    2422.32 ms /    63 tokens (   38.45 ms per token,    26.01 tokens per second)
21.49.049.335 I slot print_timing: id  0 | task 375 |        eval time =    6983.94 ms /    68 tokens (  104.24 ms per token,     9.59 tokens per second)
21.49.049.335 I slot print_timing: id  0 | task 375 |       total time =    9406.25 ms /   131 tokens
21.49.049.336 I slot print_timing: id  0 | task 375 |    graphs reused =        295
21.49.049.337 I slot print_timing: id  0 | task 375 | draft acceptance = 0.80769 (   42 accepted /    52 generated), mean len =  2.62
21.49.050.749 I slot      release: id  0 | task 375 | stop processing: n_tokens = 110322, truncated = 0
21.49.145.839 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.137 (> 0.100 thold), f_keep = 0.171
21.53.240.695 I slot launch_slot_: id  0 | task 405 | processing task, is_child = 0
22.02.227.562 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =   2048, progress = 0.15, t =   6.43 s / 318.52 tokens per second
22.12.042.533 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =   4096, progress = 0.16, t =  16.15 s / 253.65 tokens per second
22.22.175.924 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =   6144, progress = 0.18, t =  26.20 s / 234.53 tokens per second
22.32.669.558 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =   8192, progress = 0.19, t =  36.57 s / 224.00 tokens per second
22.43.609.668 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  10240, progress = 0.21, t =  47.41 s / 215.98 tokens per second
22.54.926.192 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  12288, progress = 0.22, t =  58.60 s / 209.68 tokens per second
23.06.655.742 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  14336, progress = 0.24, t =  70.22 s / 204.15 tokens per second
23.18.803.366 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  16384, progress = 0.25, t =  82.26 s / 199.16 tokens per second
23.31.424.785 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  18432, progress = 0.27, t =  94.74 s / 194.54 tokens per second
23.44.422.323 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  20480, progress = 0.28, t = 107.64 s / 190.26 tokens per second
23.57.880.368 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  22528, progress = 0.30, t = 120.95 s / 186.25 tokens per second
24.11.728.067 I slot print_timing: id  0 | task 405 | prompt processing, n_tokens =  24576, progress = 0.31, t = 134.70 s / 182.44 tokens per second
