61.47.413.161 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
61.47.414.561 I slot launch_slot_: id  0 | task 1501 | processing task, is_child = 0
61.52.651.748 I slot print_timing: id  0 | task 1501 | prompt eval time =    1462.90 ms /    61 tokens (   23.98 ms per token,    41.70 tokens per second)
61.52.651.751 I slot print_timing: id  0 | task 1501 |        eval time =    3774.00 ms /    51 tokens (   75.48 ms per token,    13.25 tokens per second)
61.52.651.751 I slot print_timing: id  0 | task 1501 |       total time =    5236.90 ms /   112 tokens
61.52.651.752 I slot print_timing: id  0 | task 1501 |    graphs reused =       1299
61.52.651.754 I slot print_timing: id  0 | task 1501 | draft acceptance = 0.91667 (   33 accepted /    36 generated), mean len =  2.83
61.52.652.667 I slot      release: id  0 | task 1501 | stop processing: n_tokens = 65221, truncated = 0
61.52.728.673 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.205 (> 0.100 thold), f_keep = 0.289
61.52.731.965 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 6655.967 MiB)
61.53.345.106 I slot launch_slot_: id  0 | task 1523 | processing task, is_child = 0
62.01.767.768 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =   2048, progress = 0.22, t =   6.14 s / 333.80 tokens per second
62.10.578.205 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =   4096, progress = 0.24, t =  14.85 s / 275.87 tokens per second
62.19.739.708 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =   6144, progress = 0.27, t =  23.91 s / 256.93 tokens per second
62.29.263.276 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =   8192, progress = 0.29, t =  33.33 s / 245.76 tokens per second
62.39.188.224 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  10240, progress = 0.31, t =  43.13 s / 237.42 tokens per second
62.49.540.216 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  12288, progress = 0.33, t =  53.37 s / 230.23 tokens per second
63.00.245.341 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  14336, progress = 0.36, t =  64.00 s / 223.99 tokens per second
63.11.468.202 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  16384, progress = 0.38, t =  75.05 s / 218.31 tokens per second
63.22.957.646 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  18432, progress = 0.40, t =  86.51 s / 213.07 tokens per second
63.34.682.682 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  20480, progress = 0.42, t =  98.13 s / 208.70 tokens per second
63.46.980.022 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  22528, progress = 0.45, t = 110.24 s / 204.35 tokens per second
63.59.754.945 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  24576, progress = 0.47, t = 122.90 s / 199.96 tokens per second
64.13.000.613 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  26624, progress = 0.49, t = 136.05 s / 195.70 tokens per second
64.26.798.898 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  28672, progress = 0.51, t = 149.64 s / 191.60 tokens per second
64.41.184.857 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  30720, progress = 0.53, t = 163.94 s / 187.39 tokens per second
64.55.700.517 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  32768, progress = 0.56, t = 178.37 s / 183.71 tokens per second
65.10.637.615 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  34816, progress = 0.58, t = 193.18 s / 180.23 tokens per second
65.26.295.320 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  36864, progress = 0.60, t = 208.66 s / 176.67 tokens per second
65.42.572.887 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  38912, progress = 0.62, t = 224.81 s / 173.09 tokens per second
65.59.042.761 I slot print_timing: id  0 | task 1523 | prompt processing, n_tokens =  40960, progress = 0.65, t = 241.21 s / 169.81 tokens per second
