86.38.912.277 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
86.38.913.196 I slot launch_slot_: id  0 | task 627 | processing task, is_child = 0
86.54.405.359 I slot print_timing: id  0 | task 627 | prompt eval time =    3294.20 ms /    63 tokens (   52.29 ms per token,    19.12 tokens per second)
86.54.405.362 I slot print_timing: id  0 | task 627 |        eval time =   12197.70 ms /    81 tokens (  152.47 ms per token,     6.56 tokens per second)
86.54.405.362 I slot print_timing: id  0 | task 627 |       total time =   15491.90 ms /   144 tokens
86.54.405.363 I slot print_timing: id  0 | task 627 |    graphs reused =        368
86.54.405.365 I slot print_timing: id  0 | task 627 | draft acceptance = 0.78125 (   50 accepted /    64 generated), mean len =  2.56
86.54.407.844 I slot      release: id  0 | task 627 | stop processing: n_tokens = 201205, truncated = 0
86.54.557.172 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 81267600661
86.54.566.667 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 15517.793 MiB)
87.03.352.911 I slot launch_slot_: id  0 | task 663 | processing task, is_child = 0
87.14.110.100 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =   2048, progress = 0.09, t =   8.01 s / 255.67 tokens per second
87.23.184.766 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =   4096, progress = 0.10, t =  17.35 s / 236.11 tokens per second
87.32.759.504 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =   6144, progress = 0.11, t =  26.80 s / 229.25 tokens per second
87.42.710.346 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =   8192, progress = 0.12, t =  36.67 s / 223.42 tokens per second
87.53.053.782 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  10240, progress = 0.13, t =  46.89 s / 218.38 tokens per second
88.03.767.658 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  12288, progress = 0.13, t =  57.50 s / 213.71 tokens per second
88.14.880.375 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  14336, progress = 0.14, t =  68.50 s / 209.28 tokens per second
88.26.388.830 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  16384, progress = 0.15, t =  79.90 s / 205.07 tokens per second
88.38.327.496 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  18432, progress = 0.16, t =  91.72 s / 200.97 tokens per second
88.50.683.492 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  20480, progress = 0.17, t = 103.96 s / 197.01 tokens per second
89.03.628.703 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  22528, progress = 0.18, t = 116.78 s / 192.92 tokens per second
89.16.844.603 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  24576, progress = 0.19, t = 129.87 s / 189.24 tokens per second
89.30.477.264 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  26624, progress = 0.20, t = 143.39 s / 185.68 tokens per second
89.44.539.561 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  28672, progress = 0.21, t = 157.34 s / 182.22 tokens per second
89.59.008.342 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  30720, progress = 0.21, t = 171.69 s / 178.92 tokens per second
90.13.889.733 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  32768, progress = 0.22, t = 186.46 s / 175.73 tokens per second
90.29.191.401 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  34816, progress = 0.23, t = 201.65 s / 172.66 tokens per second
90.44.914.391 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  36864, progress = 0.24, t = 217.26 s / 169.68 tokens per second
91.01.066.530 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  38912, progress = 0.25, t = 233.29 s / 166.80 tokens per second
91.17.617.657 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  40960, progress = 0.26, t = 249.72 s / 164.02 tokens per second
91.34.595.772 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  43008, progress = 0.27, t = 266.59 s / 161.32 tokens per second
91.52.025.482 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  45056, progress = 0.28, t = 283.84 s / 158.74 tokens per second
92.09.959.671 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  47104, progress = 0.29, t = 301.72 s / 156.12 tokens per second
92.10.962.064 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  47184, progress = 0.29, t = 306.61 s / 153.89 tokens per second
92.29.059.933 I slot print_timing: id  0 | task 663 | prompt processing, n_tokens =  49232, progress = 0.30, t = 320.68 s / 153.52 tokens per second
