10.32.409.360 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.998
10.32.410.283 I slot launch_slot_: id  0 | task 1513 | processing task, is_child = 0
10.38.200.378 I slot print_timing: id  0 | task 1513 | prompt eval time =    1198.61 ms /    61 tokens (   19.65 ms per token,    50.89 tokens per second)
10.38.200.381 I slot print_timing: id  0 | task 1513 |        eval time =    4591.22 ms /    72 tokens (   64.67 ms per token,    15.46 tokens per second)
10.38.200.381 I slot print_timing: id  0 | task 1513 |       total time =    5789.83 ms /   133 tokens
10.38.200.382 I slot print_timing: id  0 | task 1513 |    graphs reused =       1394
10.38.200.384 I slot print_timing: id  0 | task 1513 | draft acceptance = 0.90385 (   47 accepted /    52 generated), mean len =  2.81
10.38.201.094 I slot      release: id  0 | task 1513 | stop processing: n_tokens = 48531, truncated = 0
10.38.267.491 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.248 (> 0.100 thold), f_keep = 0.384
10.38.269.867 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 3603.256 MiB)
10.39.619.609 I slot launch_slot_: id  0 | task 1543 | processing task, is_child = 0
10.47.873.281 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =   2048, progress = 0.27, t =   5.98 s / 342.22 tokens per second
10.56.586.901 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =   4096, progress = 0.30, t =  14.66 s / 279.32 tokens per second
11.05.691.301 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =   6144, progress = 0.32, t =  23.60 s / 260.37 tokens per second
11.15.136.461 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =   8192, progress = 0.35, t =  32.95 s / 248.61 tokens per second
11.24.969.052 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  10240, progress = 0.38, t =  42.68 s / 239.94 tokens per second
11.35.207.061 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  12288, progress = 0.41, t =  52.80 s / 232.74 tokens per second
11.45.827.117 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  14336, progress = 0.43, t =  63.30 s / 226.48 tokens per second
11.56.864.968 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  16384, progress = 0.46, t =  74.21 s / 220.78 tokens per second
12.08.272.638 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  18432, progress = 0.49, t =  85.54 s / 215.49 tokens per second
12.20.077.971 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  20480, progress = 0.51, t =  97.24 s / 210.61 tokens per second
12.32.296.381 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  22528, progress = 0.54, t = 109.34 s / 206.04 tokens per second
12.44.886.995 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  24576, progress = 0.57, t = 121.82 s / 201.74 tokens per second
12.57.909.185 I slot print_timing: id  0 | task 1543 | prompt processing, n_tokens =  26624, progress = 0.60, t = 134.70 s / 197.65 tokens per second
