5.45.812.100 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.790 (> 0.100 thold), f_keep = 0.411
5.46.656.815 I slot launch_slot_: id  0 | task 1121 | processing task, is_child = 0
5.51.817.002 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =   2048, progress = 0.11, t =   3.79 s / 540.96 tokens per second
5.57.271.790 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =   4096, progress = 0.22, t =   9.16 s / 447.09 tokens per second
6.03.068.416 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =   6144, progress = 0.33, t =  14.86 s / 413.46 tokens per second
6.09.184.011 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =   8192, progress = 0.44, t =  20.89 s / 392.17 tokens per second
6.15.628.572 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =  10240, progress = 0.55, t =  27.24 s / 375.89 tokens per second
6.22.400.891 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =  12288, progress = 0.66, t =  33.92 s / 362.22 tokens per second
6.29.509.936 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =  14336, progress = 0.77, t =  40.94 s / 350.21 tokens per second
6.37.012.521 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =  16384, progress = 0.88, t =  48.32 s / 339.08 tokens per second
6.43.927.467 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =  18152, progress = 0.97, t =  56.12 s / 323.46 tokens per second
6.45.705.928 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =  18539, progress = 0.99, t =  57.31 s / 323.51 tokens per second
6.46.296.085 I slot print_timing: id  0 | task 1121 | prompt processing, n_tokens =  18664, progress = 1.00, t =  59.11 s / 315.76 tokens per second
6.51.027.417 I slot print_timing: id  0 | task 1121 | prompt eval time =   59805.72 ms / 18668 tokens (    3.20 ms per token,   312.14 tokens per second)
6.51.027.419 I slot print_timing: id  0 | task 1121 |        eval time =    4564.30 ms /    94 tokens (   49.08 ms per token,    20.38 tokens per second)
6.51.027.424 I slot print_timing: id  0 | task 1121 |       total time =   64370.03 ms / 18762 tokens
6.51.027.424 I slot print_timing: id  0 | task 1121 |    graphs reused =       1065
6.51.027.426 I slot print_timing: id  0 | task 1121 | draft acceptance = 1.00000 (   62 accepted /    62 generated), mean len =  3.00
