45.26.642.829 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
45.26.643.744 I slot launch_slot_: id  0 | task 438 | processing task, is_child = 0
45.37.616.639 I slot print_timing: id  0 | task 438 | prompt eval time =    2789.48 ms /    60 tokens (   46.49 ms per token,    21.51 tokens per second)
45.37.616.641 I slot print_timing: id  0 | task 438 |        eval time =    8183.17 ms /    69 tokens (  120.34 ms per token,     8.31 tokens per second)
45.37.616.641 I slot print_timing: id  0 | task 438 |       total time =   10972.64 ms /   129 tokens
45.37.616.642 I slot print_timing: id  0 | task 438 |    graphs reused =        276
45.37.616.644 I slot print_timing: id  0 | task 438 | draft acceptance = 0.88000 (   44 accepted /    50 generated), mean len =  2.76
45.37.618.330 I slot      release: id  0 | task 438 | stop processing: n_tokens = 156732, truncated = 0
45.37.741.082 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.121
45.37.748.455 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 6650.352 MiB)
45.37.783.606 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 10936.227 MiB)
45.46.329.970 I slot launch_slot_: id  0 | task 467 | processing task, is_child = 0
45.55.469.492 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =   2048, progress = 0.11, t =   6.56 s / 312.03 tokens per second
46.04.589.366 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =   4096, progress = 0.12, t =  15.78 s / 259.58 tokens per second
46.14.118.729 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =   6144, progress = 0.13, t =  25.20 s / 243.76 tokens per second
46.24.016.660 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =   8192, progress = 0.14, t =  35.00 s / 234.04 tokens per second
46.34.302.140 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  10240, progress = 0.16, t =  45.18 s / 226.67 tokens per second
46.44.971.085 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  12288, progress = 0.17, t =  55.74 s / 220.45 tokens per second
46.56.054.711 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  14336, progress = 0.18, t =  66.70 s / 214.94 tokens per second
47.07.533.442 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  16384, progress = 0.19, t =  78.08 s / 209.85 tokens per second
47.19.420.022 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  18432, progress = 0.20, t =  89.85 s / 205.14 tokens per second
47.31.730.983 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  20480, progress = 0.21, t = 102.04 s / 200.70 tokens per second
47.44.457.936 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  22528, progress = 0.22, t = 114.65 s / 196.49 tokens per second
47.57.610.419 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  24576, progress = 0.23, t = 127.67 s / 192.49 tokens per second
48.11.179.067 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  26624, progress = 0.25, t = 141.15 s / 188.62 tokens per second
48.25.155.069 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  28672, progress = 0.26, t = 155.00 s / 184.98 tokens per second
48.39.583.128 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  30720, progress = 0.27, t = 169.30 s / 181.45 tokens per second
48.54.426.195 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  32768, progress = 0.28, t = 184.02 s / 178.07 tokens per second
49.09.665.607 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  34816, progress = 0.29, t = 199.16 s / 174.81 tokens per second
49.25.500.977 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  36864, progress = 0.30, t = 214.89 s / 171.55 tokens per second
49.41.581.225 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  38912, progress = 0.31, t = 230.84 s / 168.57 tokens per second
49.58.079.525 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  40960, progress = 0.32, t = 247.21 s / 165.69 tokens per second
50.14.997.974 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  43008, progress = 0.34, t = 264.01 s / 162.90 tokens per second
50.32.316.109 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  45056, progress = 0.35, t = 281.22 s / 160.21 tokens per second
50.49.958.738 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  47084, progress = 0.36, t = 298.85 s / 157.55 tokens per second
51.08.131.649 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  49132, progress = 0.37, t = 316.81 s / 155.08 tokens per second
51.26.694.950 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  51180, progress = 0.38, t = 335.26 s / 152.66 tokens per second
51.45.690.494 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  53228, progress = 0.39, t = 354.13 s / 150.30 tokens per second
52.05.132.022 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  55276, progress = 0.40, t = 373.46 s / 148.01 tokens per second
52.24.956.693 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  57324, progress = 0.41, t = 393.16 s / 145.80 tokens per second
52.45.204.734 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  59372, progress = 0.42, t = 413.29 s / 143.66 tokens per second
53.05.847.286 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  61420, progress = 0.44, t = 433.81 s / 141.58 tokens per second
53.26.960.770 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  63468, progress = 0.45, t = 454.82 s / 139.55 tokens per second
53.48.471.292 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  65516, progress = 0.46, t = 476.19 s / 137.58 tokens per second
54.10.383.797 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  67564, progress = 0.47, t = 498.03 s / 135.66 tokens per second
54.32.753.649 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  69612, progress = 0.48, t = 520.24 s / 133.81 tokens per second
54.55.535.846 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  71660, progress = 0.49, t = 542.93 s / 131.99 tokens per second
55.18.666.631 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  73708, progress = 0.50, t = 565.97 s / 130.23 tokens per second
55.42.288.414 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  75756, progress = 0.51, t = 589.49 s / 128.51 tokens per second
56.06.329.761 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  77804, progress = 0.53, t = 613.36 s / 126.85 tokens per second
56.30.782.880 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  79852, progress = 0.54, t = 637.70 s / 125.22 tokens per second
56.55.694.638 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  81900, progress = 0.55, t = 662.48 s / 123.63 tokens per second
57.21.050.727 I slot print_timing: id  0 | task 467 | prompt processing, n_tokens =  83948, progress = 0.56, t = 687.71 s / 122.07 tokens per second
