50.52.596.778 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 1.000 (> 0.100 thold), f_keep = 1.000
50.52.597.627 I slot launch_slot_: id  0 | task 626 | processing task, is_child = 0
51.02.753.555 I slot print_timing: id  0 | task 626 | prompt eval time =    2595.45 ms /    60 tokens (   43.26 ms per token,    23.12 tokens per second)
51.02.753.563 I slot print_timing: id  0 | task 626 |        eval time =    7560.24 ms /    60 tokens (  128.14 ms per token,     7.80 tokens per second)
51.02.753.566 I slot print_timing: id  0 | task 626 |       total time =   10155.69 ms /   120 tokens
51.02.753.566 I slot print_timing: id  0 | task 626 |    graphs reused =        461
51.02.753.568 I slot print_timing: id  0 | task 626 | draft acceptance = 0.80435 (   37 accepted /    46 generated), mean len =  2.61
51.02.755.160 I slot      release: id  0 | task 626 | stop processing: n_tokens = 156751, truncated = 0
51.02.868.489 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.104 (> 0.100 thold), f_keep = 0.121
51.02.875.613 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 6656.108 MiB)
51.02.959.242 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 10941.471 MiB)
51.09.693.318 I slot launch_slot_: id  0 | task 653 | processing task, is_child = 0
51.18.206.619 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =   2048, progress = 0.11, t =   6.21 s / 329.75 tokens per second
51.27.003.453 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =   4096, progress = 0.12, t =  14.93 s / 274.41 tokens per second
51.37.589.121 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =   6144, progress = 0.13, t =  25.02 s / 245.58 tokens per second
51.48.457.575 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =   8192, progress = 0.14, t =  35.83 s / 228.64 tokens per second
51.59.638.452 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  10240, progress = 0.16, t =  46.91 s / 218.29 tokens per second
52.11.206.609 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  12288, progress = 0.17, t =  58.37 s / 210.51 tokens per second
52.23.184.765 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  14336, progress = 0.18, t =  70.24 s / 204.11 tokens per second
52.35.632.197 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  16384, progress = 0.19, t =  82.55 s / 198.48 tokens per second
52.48.464.540 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  18432, progress = 0.20, t =  95.28 s / 193.45 tokens per second
53.01.708.986 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  20480, progress = 0.21, t = 108.40 s / 188.93 tokens per second
53.15.406.969 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  22528, progress = 0.22, t = 121.97 s / 184.70 tokens per second
53.29.544.151 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  24576, progress = 0.23, t = 136.00 s / 180.71 tokens per second
53.44.127.917 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  26624, progress = 0.25, t = 150.44 s / 176.98 tokens per second
53.59.139.065 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  28672, progress = 0.26, t = 165.33 s / 173.42 tokens per second
54.14.618.455 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  30720, progress = 0.27, t = 180.69 s / 170.01 tokens per second
54.30.549.866 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  32768, progress = 0.28, t = 196.51 s / 166.75 tokens per second
54.46.899.629 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  34816, progress = 0.29, t = 212.73 s / 163.66 tokens per second
55.03.747.150 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  36864, progress = 0.30, t = 229.44 s / 160.67 tokens per second
55.21.035.082 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  38912, progress = 0.31, t = 246.60 s / 157.79 tokens per second
55.38.781.293 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  40960, progress = 0.32, t = 264.22 s / 155.02 tokens per second
55.56.997.156 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  43008, progress = 0.34, t = 282.32 s / 152.34 tokens per second
56.15.665.859 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  45056, progress = 0.35, t = 300.85 s / 149.76 tokens per second
56.34.786.413 I slot print_timing: id  0 | task 653 | prompt processing, n_tokens =  47104, progress = 0.36, t = 319.85 s / 147.27 tokens per second
