7.08.213.796 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.999 (> 0.100 thold), f_keep = 0.999
7.08.214.751 I slot launch_slot_: id  0 | task 154 | processing task, is_child = 0
7.13.345.665 I slot print_timing: id  0 | task 154 | prompt eval time =    1482.46 ms /    61 tokens (   24.30 ms per token,    41.15 tokens per second)
7.13.345.667 I slot print_timing: id  0 | task 154 |        eval time =    3648.20 ms /    51 tokens (   72.96 ms per token,    13.71 tokens per second)
7.13.345.668 I slot print_timing: id  0 | task 154 |       total time =    5130.66 ms /   112 tokens
7.13.345.668 I slot print_timing: id  0 | task 154 |    graphs reused =        125
7.13.345.670 I slot print_timing: id  0 | task 154 | draft acceptance = 0.91667 (   33 accepted /    36 generated), mean len =  2.83
7.13.346.509 I slot      release: id  0 | task 154 | stop processing: n_tokens = 65172, truncated = 0
7.13.418.976 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.205 (> 0.100 thold), f_keep = 0.288
7.14.637.525 I slot launch_slot_: id  0 | task 176 | processing task, is_child = 0
7.23.667.560 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =   2048, progress = 0.22, t =   6.51 s / 314.50 tokens per second
7.33.309.888 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =   4096, progress = 0.24, t =  16.05 s / 255.12 tokens per second
7.43.400.914 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =   6144, progress = 0.27, t =  26.00 s / 236.28 tokens per second
7.53.895.219 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =   8192, progress = 0.29, t =  36.40 s / 225.07 tokens per second
8.04.860.244 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =  10240, progress = 0.31, t =  47.24 s / 216.76 tokens per second
8.16.228.467 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =  12288, progress = 0.33, t =  58.50 s / 210.07 tokens per second
8.28.033.635 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =  14336, progress = 0.36, t =  70.18 s / 204.29 tokens per second
8.40.280.419 I slot print_timing: id  0 | task 176 | prompt processing, n_tokens =  16384, progress = 0.38, t =  82.30 s / 199.07 tokens per second
